No.,도서관 구분,도서관명,이용시간,휴관일,전화번호,홈페이지,자치구,주소,책이음,수정일
2624,작은 도서관,청구동작은도서관,"평일 : 10:00~21:00, 주말 : 10:00~14:00(토)","일,법정공휴일",02-2234-8771,www.e-junggulib.or.kr,중구,서울특별시 중구 다산로24가길 23 동산 공영주차장 문화마당 1층,미참여,
47,공공 도서관,청담도서관,"평일 : 06:00~22:00, 주말 : 06:00~22:00","매월 첫째, 셋째 월요일 및 일요일을 제외한 법정공휴일",02-540-7042,http://cdlib.gangnam.go.kr/,강남구,서울특별시 강남구 압구정로79길 26 청담주민센터 7층,참여,
260,작은 도서관,청룡동숯고을작은도서관,"평일 : 10:00~20:00, 주말 : 휴관일","토,일요일",02-876-4083,http://lib.gwanak.go.kr/menu/subpage_01/sub03.php,관악구,서울특별시 관악구 쑥고개로 44 청룡동주민센터 2층,미참여,
258,작은 도서관,청림동푸른숲작은도서관,"평일 : 10:00~20:00, 주말 : 휴관일","토,일요일",02-876-4090,http://lib.gwanak.go.kr/menu/subpage_01/sub03.php,관악구,서울특별시 관악구 관악로 40길 39 청림동주민센터 3층,미참여,
1364,작은 도서관,청소년도서관작공,"평일 : 10:30~19:30, 주말 : 10:30~19:30",일요일,070-7657-1533,cafe.daum.net/youthcafejk,은평구,서울특별시 은평구 통일로 817 3층,미참여,
2595,작은 도서관,청소년문화공간JU역촌동 작은도서관,"평일 : 09:00~20:00, 주말 : 09:00~20:00",매주 월요일,02-382-5652,,은평구,서울특별시 은평구 역말로 14 3층,미참여,
694,작은 도서관,청소년문화의집작은도서관,"평일 : 10:00~17:00, 주말 : 10:00~14:00","일,월요일,공휴일",02-843-5935,https://www.ydplib.or.kr/small,영등포구,서울특별시 영등포구 영등포로64길 15 청소년문화회관내 1층 문고,참여,2021-08-28
2578,작은 도서관,청소년푸르미르 작은도서관,월~일 : 09:00~18:00,"2,4주(일) 및 법정공휴일",02-749-0102,https://www.yslibrary.or.kr,용산구,서울특별시 용산구 이촌로 71길 24 (청소년수련관) 5층,참여,2021-01-14
2479,작은 도서관,청솔우성아파트 작은도서관,평일: 10:00~18:00,"토, 일요일, 공휴일",02-2244-6285,,동대문구,서울특별시 동대문구 전농로10길 20,미참여,
1387,공공 도서관,청수도서관,"평일 : 09:00~18:00, 주말 : 09:00~18:00","매주 월요일 / 일요일을 제외한 법정공휴일, 도서관사정에 의한 임시휴관일",02-2038-4423,http://ch.sblib.seoul.kr/,성북구,서울특별시 성북구 보국문로16가길 20,미참여,
1410,공공 도서관,청운문학도서관,"평일 : 10:00~22:00, 주말 : 토요일 : 10:00~22:00/일요일 : 10:00~19:00 *동절기(1,2월) 야간 미운영","매주 월요일, 1월1일, 설연휴, 추석연휴",070-4680-4032-3,http://lib.jongno.go.kr/,종로구,서울특별시 종로구 자하문로36길 40,참여,
800,작은 도서관,청운효자동북카페,"평일 : 10:00~18:00, 주말 : 휴관일","토,일,법정공휴일",02-2148-5020,http://lib.jongno.go.kr,종로구,서울특별시 종로구 자하문로 92 청운효자동주민센터 2층,참여,
2579,작은 도서관,청파 어린이 영어도서관,"평일 : 10:00~19:00, 토 : 10:00~17:00",매주 일요일 및 법정 공휴일,02-702-0641,https://www.yslibrary.or.kr,용산구,서울특별시 용산구 청파로49길 34(청파동) 4층,참여,
110,공공 도서관,청파도서관,"평일 : 09:00~21:00, 주말 : 09:00~17:00",매주 월요일 및 법정 공휴일,02-714-3931,https://www.yslibrary.or.kr/,용산구,서울특별시 용산구 청파로93길 27(서계동) 1층,참여,
1373,작은 도서관,청파도서관,"화,목,금 : 12:30~17:30, 수 : 12:30~19:30, 토 : 09:00~14:00","일, 월 법정공휴일",02-765-1511,http://lib.jongno.go.kr,종로구,서울특별시 종로구 충신길 22 11-1,미참여,
1562,작은 도서관,초대구름도서관,"평일 : 11:00~18:00, 주말 : 09:00~16:00",월요일,02-477-1004,chodaicloud.modoo.at,강동구,서울특별시 강동구 상암로 27나길 13 2층 2층,미참여,
784,작은 도서관,초록길도서관,"평일 : 10:00~18:00, 주말 : 10:00~14:00","일요일,법정공휴일",02-357-7279,http://cafe.daum.net/greenwaybooks/,은평구,"서울특별시 은평구 연서로5길 28, 102동 1층(부호아파트) 58-9호",미참여,
2470,작은 도서관,초록나라도서관,"평일 : 10:00~18:00, 주말 : 휴관일","토, 일요일, 공휴일",02-956-7956,http://cafe.naver.com/lovedobong/,도봉구,서울특별시 도봉구 도봉로181길 65-8 2층,미참여,
2640,작은 도서관,초록도서관,"평일 : 월~수 09:30~16:00, 목 09:30~11:30","금,토,일요일",02-3421-0603,,중랑구,서울특별시 중랑구 신내로17길 13 2층,미참여,
1593,작은 도서관,초록동작은도서관,"평일 : 09:30~17:30, 주말 : 휴관일","토요일, 일요일, 공휴일",02-2065-7670,http://lib.gangseo.seoul.kr/,강서구,"서울특별시 강서구 초록마을로 14길 36, 2층 초록동 경로당 2층",미참여,2021-08-28
1481,작은 도서관,초록리본도서관,"평일 : 14:00~19:00, 주말 : 10:00~19:00","월요일,일요일,공휴일",070-4676-5600,www.lovinghands.or.kr,마포구,서울특별시 마포구 동교로19길 4 2층,미참여,
2084,작은 도서관,초록숲작은도서관,"평일 : 09:00~18:00, 주말 : 10:00~16:00",매주 일요일 및 법정공휴일,02-313-4785,http://www.mplib.mapo.go.kr,마포구,"서울특별시 마포구 마포대로11길 44-81, 아현문화건강센터 B1층",미참여,
185,작은 도서관,초록향기작은도서관,"평일 : 09:00~18:00, 주말 : (토) 09:00~13:00","일요일, 공휴일",02-2600-7474,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 초록마을로5길 29 화곡본동주민센터 2층,미참여,2022-06-09
1453,작은 도서관,초안산숲속작은도서관,"평일 : 09:00~18:00, 주말 : 09:00~14:00",일요일,02-905-3900,www.nowonlib.kr,노원구,서울특별시 노원구 덕릉로 60길 199,미참여,
495,작은 도서관,충현동알음알음작은도서관,"평일 : 09:00~18:00, 주말 : 10:00~17:00","일요일, 공휴일",02-330-8164,lib.sdm.or.kr,서대문구,서울특별시 서대문구 경기대로 40 2층 충현동자치회관 1층,참여,
2460,작은 도서관,카페함크작은도서관,"평일 : 10:00~20:00, 주말 : 12:00~18:00","일요일, 법정공휴일",02-2611-1318,,구로구,서울특별시 구로구 고척로141 2층,미참여,
2037,작은 도서관,코비나작은도서관,"평일 : 10:00~17:00, 주말 : 휴관일","월요일, 토요일, 일요일, 법정공휴일",02-561-8284,www.smalllibrary.org,구로구,"서울특별시 구로구 가마산로26길 27, 201호",미참여,
2036,작은 도서관,쿵짝쿵짝공작소작은도서관,"평일 : 14:00~20:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",,www.smalllibrary.org,구로구,서울특별시 구로구 부일로17길 24-3 (궁동)지층,미참여,
1297,작은 도서관,큐브북카페,"평일 : 04:00~07:00, 주말 : 휴관일",목요일만 운영,02-3667-9001,,구로구,"서울특별시 구로구 경인로 662, B동 30층 (디큐브시티)",미참여,
1684,작은 도서관,큰꿈도서관,"평일 : 10:00~17:00, 주말 : 09:00~13:00",매주 일요일,02-354-1651,http://cafe.naver.com/abigdream,은평구,서울특별시 은평구 진관2로 57-37(은평뉴타운우물골) 244동 지하1층,미참여,
1328,작은 도서관,큰꿈도서관,"평일 : 10:00~17:00, 주말 : 09:00~13:00",매주 일요일,02-354-1651,http://cafe.naver.com/abigdream,성북구,서울특별시 은평구 진관2로 57-37(은평뉴타운우물골) 244동 지하1층,미참여,
1273,작은 도서관,큰마음작은도서관,"평일 : 09:00~17:00, 주말 : 휴관일","토요일, 일요일, 공휴일",02-2600-7448,http://lib.gangseo.seoul.kr/,강서구,서울특별시 강서구 화곡로63길 96 등촌3동주민센터 2층,미참여,2021-08-28
2461,작은 도서관,큰숲글터작은도서관,"평일 : 10:00~18:00, 주말 : 10:00~18:00","일요일, 법정공휴일",02-816-9448,,구로구,서울특별시 구로구 신도림로87 동아1차아파트 상가 지층,미참여,
1622,작은 도서관,키움작은도서관,"평일 : 12:00~18:00, 주말 : 토요일:12:00~18:00","일요일,공휴일",02-992-0191,http://www.unilib.dobong.kr/,도봉구,서울특별시 도봉구 삼양로144길 11 2층,미참여,
1694,전문 도서관,통계청나라셈도서관,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-3438-8502,http://cafe.naver.com/narasemlib,강남구,서울특별시 강남구 언주로 721(논현동) 서울세관 별관 4층,미참여,
785,작은 도서관,통인어린이작은도서관,"평일 : 10:00~19:00, 주말 : 10:00~17:00","둘째,넷째 월요일,법정공휴일",02-739-8444,blog.naver.com/lib_tongin,종로구,서울특별시 종로구 자하문로 13길 20 통인어린이작은도서관,참여,
1740,전문 도서관,통일부북한자료센터,"평일 : 09:00~18:00, 주말 : 휴관일","토요일, 일요일, 법정공휴일",02-730-6658,http://unibook.unikorea.go.kr,서초구,서울특별시 서초구 반포대로 201 국립중앙도서관 5층 통일부 북한자료센터,미참여,
1751,전문 도서관,통일연구원자료실,"평일 : 09:00~18:00, 주말 :","토요일, 일요일, 법정공휴일",02-2023-8209,http://lib.kinu.or.kr/,서초구,서울특별시 서초구 반포대로 217 통일연구원,미참여,
2666,작은 도서관,트램작은도서관,화~토 : 12:00 ~20:00,"일요일, 월요일, 법정공휴일",070-8767-1123,,노원구,"서울특별시 노원구 화랑로 610, 불빛정원 내",미참여,2021-02-09
2039,작은 도서관,트리니티작은도서관,"평일 : 09:00~18:00, 주말 : 토:09:00~18:00 일:09:00~16:00",법정공휴일,02-802-5390,,금천구,"서울특별시 금천구 시흥대로 72길 13, 시흥중앙성결교회 1층",미참여,
1268,작은 도서관,트리베라1차문고,"평일 : 13:00~17:00, 주말 : 휴관일","토, 일요일",02-946-1858,,강북구,서울특별시 강북구 삼양로19길 25 삼성래미안트리베라1차 아파트 관리사무소,미참여,
1617,작은 도서관,파랑새작은도서관,"평일 : 09:00~18:00, 주말 : 10:00~13:00",매주 일요일,02-2116-2762,,노원구,서울특별시 노원구 상계로 118 상계2동주민센터 2층,미참여,
148,작은 도서관,파랑새작은도서관,"평일 : 09:00~18:00, 주말 : 10:00~13:00",매주 일요일,02-2116-2775,www.nowonlib.kr,강동구,서울특별시 노원구 상계로 118 상계2동주민센터 2층,미참여,
1296,작은 도서관,파크푸르지오도서관,"평일 : 13:00~17:00, 주말 : 휴관일","화,수,목,토,일요일",02-2615-2851,www.smalllibrary.org,구로구,"서울특별시 구로구 중앙로 121, 105동(고척파크푸르지오)",미참여,
2418,작은 도서관,페미니즘 도서관 두잉,"월, 수, 목, 금, 토요일 : 11:00~2200","화요일, 일요일",02-544-5752,https://doingfeminism.org/,강남구,서울특별시 강남구 삼성로 654 B1,미참여,
280,작은 도서관,평강마을도서관,월~토 : 09:00~18:00,일요일,02-453-6238,http://pgang1.modoo.at,광진구,서울특별시 광진구 자양번영로4길 13(평강침례교회) 1층,미참여,2021-08-28
2462,작은 도서관,포도나무문고,토 : 10:00~16:00,토요일만 운영,,,구로구,서울특별시 구로구 오류로 53 초원교회,미참여,
2044,작은 도서관,포도나무작은도서관,"평일 : 11:00~19:00, 주말 : 11:00~19:00","월요일, 일요일, 공휴일",02-2213-8929,,동대문구,"서울특별시 동대문구 장한로27가길 58, 영성감리교회 1층",미참여,
2746,작은 도서관,포레나라곰작은도서관,"월:14:00~17:00/화,수,금:15:00~17:00/목:13:00~17:00/월,화 야간19:30~21:00","토,일,법정공휴일",02-2069-1625,,영등포구,서울특별시 영등포구 국회대로50길20 3층,미참여,2021-08-28
1888,작은 도서관,포레스타2단지숲속별작은도서관,"평일 : 10:00~18:00, 토 : 10:00~12:00","일, 공휴일",070-8107-0909,,서초구,서울특별시 서초구 헌릉로8길 45 212동 지하1층,미참여,
2114,작은 도서관,포수마을만화도서관,"평일 : 13:30~17:30, 주말 : 13:30~17:30","수요일,일요일",070-4963-5212,,은평구,서울특별시 은평구 응암동 114-9,미참여,
1544,작은 도서관,푸르지오책사랑,평일 : 13:00~22:00,"주말, 법정공휴일",070-8766-4219,lhprugio.kr,강남구,서울특별시 강남구 자곡로 21,미참여,
1510,작은 도서관,푸른꿈북카페,"평일 : 10:00~17:00, 주말 : 휴관일","토요일,일요일",02-862-4291,www.smalllibrary.org,구로구,서울특별시 구로구 공원로8길 30 신성교회,미참여,
2061,작은 도서관,푸른꿈작은도서관,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",,,성북구,서울특별시 성북구 삼선교로 59-1(삼선동 4가),미참여,
1511,작은 도서관,푸른꿈작은도서관,"평일 : 13:00~18:00, 주말 : 휴관일","토,일요일",070-7719-5796,http://bluedream.egentouch.com/egentouch.web/main.do?action=main,구로구,서울특별시 성북구 삼선교로 59-1(삼선동 4가) 은광교회,미참여,
677,작은 도서관,푸른나래어린이도서관,"평일 : 10:00~19:00, 주말 : 휴관일","토,일요일, 법정휴일",02-2694-7909,cafe.daum.net/png7909,양천구,서울특별시 양천구 남부순환로 340 일성빌딩 3층,미참여,
2725,작은 도서관,푸른나무작은도서관,"평일 : 10:00~20:00, 주말 : 10:00~18:00",공휴일,,,관악구,서울특별시 관악구 남부순환로 1978-1 지하,미참여,2021-08-28
2090,작은 도서관,푸른나무작은도서관,"평일 : 11:00~17:00, 주말 : 11:00~15:00","일요일,공휴일",02-704-9090,없음,마포구,서울특별시 마포구 만리재로 48 지층,미참여,2021-08-28
1525,작은 도서관,푸른도서관,"평일 : 10:00~17:00, 주말 : 휴관일","매주 토요일,일요일",409-9280,http://www.wrsp.co.kr/residentOrg/page.apt?codeSeq=204,송파구,서울특별시 송파구 위례광장로 185 2층,미참여,2021-09-03
2445,작은 도서관,푸른들작은도서관,"평일 : 10:00~18:00, 주말 : 10:00~18:00",월요일,,해당없음,관악구,서울시 관악구 청림2길16,미참여,
93,공공 도서관,푸른들청소년도서관,"평일 : 09:00~22:00, 일요일 : 09:00~17:00",매주 월요일 및 법정 공휴일,02-2691-1630,http://lib.gangseo.seoul.kr,강서구,서울특별시 강서구 강서로45다길 71,미참여,2021-08-28
1489,작은 도서관,푸른마을해바라기작은도서관(푸른마을1단지),"평일 : 14:00~17:00, 주말 : 휴관일","화, 목, 토, 일요일",02-2060-7183,,양천구,서울특별시 양천구 신정로7길 70 푸른마을아파트 1단지,미참여,
1934,작은 도서관,푸른별환경도서관,"평일 : 13:00~19:00, 주말 : 13:00~19:00","일요일, 공휴일",02-766-0626,http://cafe.naver.com/greenlibrary0324,강북구,서울특별시 강북구 삼양로51길 22 양지마을사랑채 1층(미아동),미참여,
362,작은 도서관,푸른숲작은도서관,"평일 : 09:00~18:00, 주말 : 휴관일","토, 일, 법정공휴일",02-2116-2745,www.nowonlib.kr,노원구,서울특별시 노원구 동일로 1697 상계1동주민센터,미참여,
780,작은 도서관,푸른작은도서관,"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-359-1801,cafe.daum.net/pooreun2n9,은평구,서울특별시 은평구 연서로 455 제각말 537동 1층,미참여,
1360,작은 도서관,푸른풀밭작은도서관,평일 : 10:00~17:00,"매주 토요일, 일요일",070-4236-0699,http://cafe.daum.net/GreenPasturesLibrary,은평구,서울특별시 은평구 은평로8길 18 창원빌딩 2층,미참여,
487,작은 도서관,풀뿌리문고,"평일 : 14:00~19:00, 주말 : 9:00~15:00","월,화,목,토요일",02-302-4906,없음,마포구,서울특별시 마포구 월드컵북로 190 풀뿌리문고 3층,미참여,
2526,작은 도서관,풍납1동새마을문고(바람드리작은도서관),"평일 : 13:00~17:00, 주말 : 휴관일","토,일,법정공휴일",02-477-4221,http://pungnap1.songpa.go.kr,송파구,서울특별시 송파구 천호대로152길 7 풍납1동주민센터 솔바람복지관1층,미참여,
